Month-Year,Pivot Field Names,Pivot Field Values
01-Sep-17,Exports: Israel,84
01-Sep-17,Exports: Italy,103.6
01-Sep-17,Exports: Jamaica,0.2
01-Sep-17,Exports: Japan,1969.2
01-Sep-17,Exports: Jordan,3.3
01-Sep-17,Exports: Kazakhstan,2.5
01-Sep-17,Exports: Kenya,4
01-Sep-17,Exports: Kuwait,15.5
01-Sep-17,Exports: Lao Peo Dem Rep,3.1
01-Sep-17,Exports: Latvia,1.7
01-Sep-17,Exports: Lebanon,4.7
01-Sep-17,Exports: Liberia,281.4
01-Sep-17,Exports: Libyan Arab Jamahiriya,1.5
01-Sep-17,Exports: Lithuania,0.9
01-Sep-17,Exports: Luxembourg,2.7
01-Sep-17,Exports: Macau SAR (China),23.8
01-Sep-17,Exports: Madagascar,2.1
01-Sep-17,Exports: Malaysia,4574.7
01-Sep-17,Exports: Maldives Rep of,28.8
01-Sep-17,Exports: Malta,164.4
01-Sep-17,Exports: Marshall Islands,298.8
01-Sep-17,Exports: Mauritius,5.9
01-Sep-17,Exports: Mexico,242.5
01-Sep-17,Exports: Mongolian Peo Rep,9.5
01-Sep-17,Exports: Morocco,14.4
01-Sep-17,Exports: Mozambique,4.7
01-Sep-17,Exports: Myanmar,214.8
01-Sep-17,Exports: Nepal,11
01-Sep-17,Exports: Netherlands Antilles,0
01-Sep-17,Exports: Netherlands,1046.9
01-Sep-17,Exports: New Caledonia,12.1
01-Sep-17,Exports: New Zealand,205
01-Sep-17,Exports: Nigeria,13.1
01-Sep-17,Exports: Northern Mariana Islands,1.7
01-Sep-17,Exports: Norway,49.4
01-Sep-17,Exports: Oman,21.7
01-Sep-17,Exports: Other Countries of Africa,21.4
01-Sep-17,Exports: Other Countries of America,12.7
01-Sep-17,Exports: Other Countries of Asia,11.8
01-Sep-17,Exports: Other Countries of Europe,41.4
01-Sep-17,Exports: Other Countries of Oceania,7.7
01-Sep-17,Exports: Pakistan,85.8
01-Sep-17,Exports: Panama,446
01-Sep-17,Exports: Papua New Guinea,58.7
01-Sep-17,Exports: Paraguay,0.5
01-Sep-17,Exports: Peru,4.6
01-Sep-17,Exports: Philippines,728.4
01-Sep-17,Exports: Poland,29.8
01-Sep-17,Exports: Portugal,38.1
01-Sep-17,Exports: Puerto Rico,18
01-Sep-17,Exports: Qatar,58.3
01-Sep-17,Exports: Reunion,48.1
01-Sep-17,Exports: Romania,5
01-Sep-17,Exports: Russia,48.9
01-Sep-17,Exports: Saint Vincent and the Grenadines,3.1
01-Sep-17,Exports: Samoa,5.9
01-Sep-17,Exports: Saudi Arabia,82.1
01-Sep-17,Exports: Seychelles,2.5
01-Sep-17,Exports: Slovak Republic,2.7
01-Sep-17,Exports: Slovenia,8.4
01-Sep-17,Exports: Solomon Islands,6
01-Sep-17,Exports: South Africa,68.8
01-Sep-17,Exports: South Korea,1858.9
01-Sep-17,Exports: Spain,31
01-Sep-17,Exports: Sri Lanka,192.2
01-Sep-17,Exports: Sudan,0
01-Sep-17,Exports: Sweden,22.2
01-Sep-17,Exports: Switzerland,338.8
01-Sep-17,Exports: Syrian Arab Rep,1.4
01-Sep-17,Exports: Taiwan,1863.7
01-Sep-17,Exports: Tanzania,4
01-Sep-17,Exports: Thailand,1543.9
01-Sep-17,Exports: Trinidad & Tobago,3
01-Sep-17,Exports: Tunisia,0.6
01-Sep-17,Exports: Turkey,60.3
01-Sep-17,Exports: USA,2619.3
01-Sep-17,Exports: Ukraine,0.7
01-Sep-17,Exports: United Arab Emirates,376.1
01-Sep-17,Exports: United Kingdom,272.3
01-Sep-17,Exports: Uruguay,0.9
01-Sep-17,Exports: Vanuatu,2.2
01-Sep-17,Exports: Venezuela,0.5
01-Sep-17,Exports: Vietnam,1141.1
01-Sep-17,Exports: Yemen,0.5
01-Sep-17,Exports: Zambia,0.1
01-Sep-17,Exports: Zimbabwe,0.8
01-Oct-17,Exports: Afghanistan,1.4
01-Oct-17,Exports: Algeria,5.8
01-Oct-17,Exports: Angola,4.1
01-Oct-17,Exports: Antigua and Barbuda,14.4
01-Oct-17,Exports: Argentina,23.5
01-Oct-17,Exports: Australia,1087.3
01-Oct-17,Exports: Austria,20.3
01-Oct-17,Exports: Bahamas,90.9
01-Oct-17,Exports: Bahrain,5.8
01-Oct-17,Exports: Bangladesh,444.1
01-Oct-17,Exports: Belarus,0.1
01-Oct-17,Exports: Belgium,664.5
01-Oct-17,Exports: Benin,1.8
01-Oct-17,Exports: Bermuda,11.5
01-Oct-17,Exports: Brazil,104.4
01-Oct-17,Exports: Brunei,92.5
01-Oct-17,Exports: Bulgaria,4.8
01-Oct-17,Exports: Cambodia,406.6
01-Oct-17,Exports: Cameroon,4.3
01-Oct-17,Exports: Canada,106.9
01-Oct-17,Exports: Chile,13.5
01-Oct-17,Exports: China,6704.7
01-Oct-17,Exports: Christmas Islands,0
01-Oct-17,Exports: Colombia,9.5
01-Oct-17,Exports: Comoros,0.3
01-Oct-17,Exports: Costa Rica,4.7
01-Oct-17,Exports: Cote D'ivoire,2.6
01-Oct-17,Exports: Croatia,2.5
01-Oct-17,Exports: Cuba,0.1
01-Oct-17,Exports: Cyprus,59.8
01-Oct-17,"Exports: Czech, Republic",73.7
01-Oct-17,Exports: Denmark,19.2
01-Oct-17,Exports: Djibouti,1.1
01-Oct-17,Exports: Dominican Rep,0.6
01-Oct-17,Exports: Ecuador,9.9
01-Oct-17,Exports: Egypt,55.6
01-Oct-17,Exports: El Salvador,1
01-Oct-17,Exports: Estonia,1.8
01-Oct-17,Exports: Eswatini,0.2
01-Oct-17,Exports: Ethiopia,7
01-Oct-17,Exports: Fiji,34.2
01-Oct-17,Exports: Finland,9.1
01-Oct-17,Exports: France,418.9
01-Oct-17,Exports: French Polynesia,2.8
01-Oct-17,Exports: Gabon,7.9
01-Oct-17,Exports: Germany,641.9
01-Oct-17,Exports: Ghana,9.6
01-Oct-17,Exports: Greece,100.5
01-Oct-17,Exports: Guam,25.5
01-Oct-17,Exports: Guatemala,1.5
01-Oct-17,Exports: Guinea,0.8
01-Oct-17,Exports: Guyana,0.8
01-Oct-17,Exports: Honduras,0.6
01-Oct-17,Exports: Hong Kong SAR (China),4964.7
01-Oct-17,Exports: Hungary,37.1
01-Oct-17,Exports: India,1258.3
01-Oct-17,Exports: Indonesia,3104
01-Oct-17,Exports: Iran,8.7
01-Oct-17,Exports: Ireland,20
01-Oct-17,Exports: Israel,72.1
01-Oct-17,Exports: Italy,67.9
01-Oct-17,Exports: Jamaica,0.8
01-Oct-17,Exports: Japan,2069.8
01-Oct-17,Exports: Jordan,2.8
01-Oct-17,Exports: Kazakhstan,1.4
01-Oct-17,Exports: Kenya,4.9
01-Oct-17,Exports: Kuwait,39.3
01-Oct-17,Exports: Lao Peo Dem Rep,4.8
01-Oct-17,Exports: Latvia,1.4
01-Oct-17,Exports: Lebanon,4.7
01-Oct-17,Exports: Liberia,322.9
01-Oct-17,Exports: Libyan Arab Jamahiriya,2
01-Oct-17,Exports: Lithuania,1.5
01-Oct-17,Exports: Luxembourg,10.8
01-Oct-17,Exports: Macau SAR (China),33.7
01-Oct-17,Exports: Madagascar,1.6
01-Oct-17,Exports: Malaysia,5403.7
01-Oct-17,Exports: Maldives Rep of,26.7
01-Oct-17,Exports: Malta,143.1
01-Oct-17,Exports: Marshall Islands,364.8
01-Oct-17,Exports: Mauritius,9.2
01-Oct-17,Exports: Mexico,106.7
01-Oct-17,Exports: Mongolian Peo Rep,12.8
01-Oct-17,Exports: Morocco,16.1
01-Oct-17,Exports: Mozambique,2.7
01-Oct-17,Exports: Myanmar,315.4
01-Oct-17,Exports: Nepal,12.2
01-Oct-17,Exports: Netherlands Antilles,1
01-Oct-17,Exports: Netherlands,848.5
01-Oct-17,Exports: New Caledonia,42.2
01-Oct-17,Exports: New Zealand,212.5
01-Oct-17,Exports: Nigeria,22.2
01-Oct-17,Exports: Northern Mariana Islands,1.6
01-Oct-17,Exports: Norway,45.5
01-Oct-17,Exports: Oman,22.6
01-Oct-17,Exports: Other Countries of Africa,12.5
01-Oct-17,Exports: Other Countries of America,13.3
01-Oct-17,Exports: Other Countries of Asia,13.3
01-Oct-17,Exports: Other Countries of Europe,44.8
01-Oct-17,Exports: Other Countries of Oceania,8.6
01-Oct-17,Exports: Pakistan,82
01-Oct-17,Exports: Panama,618.8
01-Oct-17,Exports: Papua New Guinea,66.9
01-Oct-17,Exports: Paraguay,0
01-Oct-17,Exports: Peru,4.5
01-Oct-17,Exports: Philippines,792
01-Oct-17,Exports: Poland,29.6
01-Oct-17,Exports: Portugal,48
01-Oct-17,Exports: Puerto Rico,19.9
01-Oct-17,Exports: Qatar,71.4
01-Oct-17,Exports: Reunion,55.8
01-Oct-17,Exports: Romania,7.6
01-Oct-17,Exports: Russia,104.3
01-Oct-17,Exports: Saint Vincent and the Grenadines,3.6
01-Oct-17,Exports: Samoa,6.3
01-Oct-17,Exports: Saudi Arabia,126.4
01-Oct-17,Exports: Seychelles,3.4
01-Oct-17,Exports: Slovak Republic,3
01-Oct-17,Exports: Slovenia,9.5
01-Oct-17,Exports: Solomon Islands,4.6
01-Oct-17,Exports: South Africa,50.7
01-Oct-17,Exports: South Korea,1856.3
01-Oct-17,Exports: Spain,48.9
01-Oct-17,Exports: Sri Lanka,196.5
01-Oct-17,Exports: Sudan,0.6
01-Oct-17,Exports: Sweden,26.8
01-Oct-17,Exports: Switzerland,183.4
01-Oct-17,Exports: Syrian Arab Rep,0.4
01-Oct-17,Exports: Taiwan,1757.7
01-Oct-17,Exports: Tanzania,3.3
01-Oct-17,Exports: Thailand,1653.7
01-Oct-17,Exports: Trinidad & Tobago,0.6
01-Oct-17,Exports: Tunisia,1.4
01-Oct-17,Exports: Turkey,68.5
01-Oct-17,Exports: USA,2838.9
01-Oct-17,Exports: Ukraine,1.5
01-Oct-17,Exports: United Arab Emirates,348.7
01-Oct-17,Exports: United Kingdom,346.8
01-Oct-17,Exports: Uruguay,2.5
01-Oct-17,Exports: Vanuatu,4
01-Oct-17,Exports: Venezuela,0.2
01-Oct-17,Exports: Vietnam,1229.2
01-Oct-17,Exports: Yemen,2.1
01-Oct-17,Exports: Zambia,0.1
01-Oct-17,Exports: Zimbabwe,0.8
01-Nov-17,Exports: Afghanistan,3.4
01-Nov-17,Exports: Algeria,2.3
01-Nov-17,Exports: Angola,7.2
01-Nov-17,Exports: Antigua and Barbuda,12.1
01-Nov-17,Exports: Argentina,13.6
01-Nov-17,Exports: Australia,1251
01-Nov-17,Exports: Austria,21.4
01-Nov-17,Exports: Bahamas,71.2
01-Nov-17,Exports: Bahrain,15
01-Nov-17,Exports: Bangladesh,379.3
01-Nov-17,Exports: Belarus,0
01-Nov-17,Exports: Belgium,904.6
01-Nov-17,Exports: Benin,2.6
01-Nov-17,Exports: Bermuda,10.6
01-Nov-17,Exports: Brazil,152.2
01-Nov-17,Exports: Brunei,74
01-Nov-17,Exports: Bulgaria,4.1
01-Nov-17,Exports: Cambodia,331.2
01-Nov-17,Exports: Cameroon,6.4
01-Nov-17,Exports: Canada,92.3
01-Nov-17,Exports: Chile,9.1
01-Nov-17,Exports: China,6658.4
01-Nov-17,Exports: Christmas Islands,0.1
01-Nov-17,Exports: Colombia,8.1
01-Nov-17,Exports: Comoros,0.1
01-Nov-17,Exports: Costa Rica,2.7
01-Nov-17,Exports: Cote D'ivoire,2.6
01-Nov-17,Exports: Croatia,3.2
01-Nov-17,Exports: Cuba,0
01-Nov-17,Exports: Cyprus,38.2
01-Nov-17,"Exports: Czech, Republic",59.9
01-Nov-17,Exports: Denmark,19.5
01-Nov-17,Exports: Djibouti,0.7
01-Nov-17,Exports: Dominican Rep,0.7
01-Nov-17,Exports: Ecuador,5.9
01-Nov-17,Exports: Egypt,87.1
01-Nov-17,Exports: El Salvador,0.1
01-Nov-17,Exports: Estonia,1
01-Nov-17,Exports: Eswatini,0.1
01-Nov-17,Exports: Ethiopia,5.4
01-Nov-17,Exports: Fiji,30.3
01-Nov-17,Exports: Finland,7.3
01-Nov-17,Exports: France,417.6
01-Nov-17,Exports: French Polynesia,17.1
01-Nov-17,Exports: Gabon,2.2
01-Nov-17,Exports: Germany,646.5
01-Nov-17,Exports: Ghana,8.9
01-Nov-17,Exports: Greece,68.6
01-Nov-17,Exports: Guam,25
01-Nov-17,Exports: Guatemala,1.7
01-Nov-17,Exports: Guinea,1.7
01-Nov-17,Exports: Guyana,0.6
01-Nov-17,Exports: Honduras,0.5
01-Nov-17,Exports: Hong Kong SAR (China),6033.1
01-Nov-17,Exports: Hungary,27.9
01-Nov-17,Exports: India,1209.2
01-Nov-17,Exports: Indonesia,3711
01-Nov-17,Exports: Iran,9.6
01-Nov-17,Exports: Ireland,20.4
01-Nov-17,Exports: Israel,71
01-Nov-17,Exports: Italy,78.7
01-Nov-17,Exports: Jamaica,0.8
01-Nov-17,Exports: Japan,2033.2
01-Nov-17,Exports: Jordan,2
01-Nov-17,Exports: Kazakhstan,1.1
01-Nov-17,Exports: Kenya,6.8
01-Nov-17,Exports: Kuwait,24
01-Nov-17,Exports: Lao Peo Dem Rep,3.3
01-Nov-17,Exports: Latvia,2.1
01-Nov-17,Exports: Lebanon,4.1
01-Nov-17,Exports: Liberia,280.4
01-Nov-17,Exports: Libyan Arab Jamahiriya,2.4
01-Nov-17,Exports: Lithuania,1.5
01-Nov-17,Exports: Luxembourg,8.1
01-Nov-17,Exports: Macau SAR (China),50.1
01-Nov-17,Exports: Madagascar,1.7
01-Nov-17,Exports: Malaysia,5192
01-Nov-17,Exports: Maldives Rep of,28.3
01-Nov-17,Exports: Malta,137.7
01-Nov-17,Exports: Marshall Islands,305.4
01-Nov-17,Exports: Mauritius,5.8
01-Nov-17,Exports: Mexico,88
01-Nov-17,Exports: Mongolian Peo Rep,12.6
01-Nov-17,Exports: Morocco,19.1
01-Nov-17,Exports: Mozambique,2.3
01-Nov-17,Exports: Myanmar,275.3
01-Nov-17,Exports: Nepal,11.5
01-Nov-17,Exports: Netherlands Antilles,0.1
01-Nov-17,Exports: Netherlands,940.5
01-Nov-17,Exports: New Caledonia,21.2
01-Nov-17,Exports: New Zealand,212
01-Nov-17,Exports: Nigeria,37.5
01-Nov-17,Exports: Northern Mariana Islands,5.4
01-Nov-17,Exports: Norway,38.7
01-Nov-17,Exports: Oman,29.2
01-Nov-17,Exports: Other Countries of Africa,56.8
01-Nov-17,Exports: Other Countries of America,13.7
01-Nov-17,Exports: Other Countries of Asia,14.6
01-Nov-17,Exports: Other Countries of Europe,36.2
01-Nov-17,Exports: Other Countries of Oceania,5.5
01-Nov-17,Exports: Pakistan,157.1
01-Nov-17,Exports: Panama,447.2
01-Nov-17,Exports: Papua New Guinea,63
01-Nov-17,Exports: Paraguay,0.7
01-Nov-17,Exports: Peru,11.5
01-Nov-17,Exports: Philippines,975.2
01-Nov-17,Exports: Poland,30.6
01-Nov-17,Exports: Portugal,30.9
01-Nov-17,Exports: Puerto Rico,92.4
01-Nov-17,Exports: Qatar,77.3
01-Nov-17,Exports: Reunion,37.4
01-Nov-17,Exports: Romania,5.3
01-Nov-17,Exports: Russia,56
01-Nov-17,Exports: Saint Vincent and the Grenadines,2.6
01-Nov-17,Exports: Samoa,6.3
01-Nov-17,Exports: Saudi Arabia,103.8
01-Nov-17,Exports: Seychelles,3.2
01-Nov-17,Exports: Slovak Republic,3
01-Nov-17,Exports: Slovenia,12.4
01-Nov-17,Exports: Solomon Islands,8.5
01-Nov-17,Exports: South Africa,70.5
01-Nov-17,Exports: South Korea,1879.5
01-Nov-17,Exports: Spain,34.7
01-Nov-17,Exports: Sri Lanka,214.1
01-Nov-17,Exports: Sudan,0.5
01-Nov-17,Exports: Sweden,25.7
01-Nov-17,Exports: Switzerland,446.8
01-Nov-17,Exports: Syrian Arab Rep,0.3
01-Nov-17,Exports: Taiwan,1809.2
01-Nov-17,Exports: Tanzania,5.9
01-Nov-17,Exports: Thailand,1701.1
01-Nov-17,Exports: Trinidad & Tobago,2.5
01-Nov-17,Exports: Tunisia,1.3
01-Nov-17,Exports: Turkey,70.8
01-Nov-17,Exports: USA,2748.5
01-Nov-17,Exports: Ukraine,0.7
01-Nov-17,Exports: United Arab Emirates,387.3
01-Nov-17,Exports: United Kingdom,296.3
01-Nov-17,Exports: Uruguay,3.3
01-Nov-17,Exports: Vanuatu,9.4
01-Nov-17,Exports: Venezuela,0.6
01-Nov-17,Exports: Vietnam,1483.3
01-Nov-17,Exports: Yemen,0.8
01-Nov-17,Exports: Zambia,0.3
01-Nov-17,Exports: Zimbabwe,0.8
01-Dec-17,Exports: Afghanistan,2.3
01-Dec-17,Exports: Algeria,6.5
01-Dec-17,Exports: Angola,6.5
01-Dec-17,Exports: Antigua and Barbuda,9.7
01-Dec-17,Exports: Argentina,9.8
01-Dec-17,Exports: Australia,1137.7
01-Dec-17,Exports: Austria,20.4
01-Dec-17,Exports: Bahamas,96.5
01-Dec-17,Exports: Bahrain,14.3
01-Dec-17,Exports: Bangladesh,327
01-Dec-17,Exports: Belarus,0.1
01-Dec-17,Exports: Belgium,779
01-Dec-17,Exports: Benin,1.4
01-Dec-17,Exports: Bermuda,5.7
01-Dec-17,Exports: Brazil,139.7
01-Dec-17,Exports: Brunei,68
01-Dec-17,Exports: Bulgaria,5
01-Dec-17,Exports: Cambodia,734.7
01-Dec-17,Exports: Cameroon,2.1
01-Dec-17,Exports: Canada,70.6
01-Dec-17,Exports: Chile,10.3
01-Dec-17,Exports: China,6273.5
01-Dec-17,Exports: Christmas Islands,0.1
01-Dec-17,Exports: Colombia,11.2
01-Dec-17,Exports: Comoros,0
01-Dec-17,Exports: Costa Rica,3.5
01-Dec-17,Exports: Cote D'ivoire,4.2
01-Dec-17,Exports: Croatia,3.4
01-Dec-17,Exports: Cuba,0
01-Dec-17,Exports: Cyprus,49.4
01-Dec-17,"Exports: Czech, Republic",72.2
01-Dec-17,Exports: Denmark,37
01-Dec-17,Exports: Djibouti,0.3
01-Dec-17,Exports: Dominican Rep,1
01-Dec-17,Exports: Ecuador,3.4
01-Dec-17,Exports: Egypt,33.9
01-Dec-17,Exports: El Salvador,1
01-Dec-17,Exports: Estonia,1.4
01-Dec-17,Exports: Eswatini,0.1
01-Dec-17,Exports: Ethiopia,1.5
01-Dec-17,Exports: Fiji,25
01-Dec-17,Exports: Finland,20.5
01-Dec-17,Exports: France,516
01-Dec-17,Exports: French Polynesia,1.4
01-Dec-17,Exports: Gabon,1.1
01-Dec-17,Exports: Germany,655
01-Dec-17,Exports: Ghana,6.2
01-Dec-17,Exports: Greece,109
01-Dec-17,Exports: Guam,40.9
01-Dec-17,Exports: Guatemala,1.8
01-Dec-17,Exports: Guinea,3.1
01-Dec-17,Exports: Guyana,0
01-Dec-17,Exports: Honduras,0
01-Dec-17,Exports: Hong Kong SAR (China),4767.5
01-Dec-17,Exports: Hungary,18.6
01-Dec-17,Exports: India,1395.2
01-Dec-17,Exports: Indonesia,3815.1
01-Dec-17,Exports: Iran,38.5
01-Dec-17,Exports: Ireland,20.3
01-Dec-17,Exports: Israel,93.6
01-Dec-17,Exports: Italy,108.5
01-Dec-17,Exports: Jamaica,0.6
01-Dec-17,Exports: Japan,1961.8
01-Dec-17,Exports: Jordan,3.7
01-Dec-17,Exports: Kazakhstan,3.3
01-Dec-17,Exports: Kenya,7.9
01-Dec-17,Exports: Kuwait,47.1
01-Dec-17,Exports: Lao Peo Dem Rep,3.9
01-Dec-17,Exports: Latvia,3.1
01-Dec-17,Exports: Lebanon,4.8
01-Dec-17,Exports: Liberia,328.4
01-Dec-17,Exports: Libyan Arab Jamahiriya,1.3
01-Dec-17,Exports: Lithuania,1.1
01-Dec-17,Exports: Luxembourg,3.3
01-Dec-17,Exports: Macau SAR (China),52.9
01-Dec-17,Exports: Madagascar,1.2
01-Dec-17,Exports: Malaysia,5121.6
01-Dec-17,Exports: Maldives Rep of,31.8
01-Dec-17,Exports: Malta,169.8
01-Dec-17,Exports: Marshall Islands,366.9
01-Dec-17,Exports: Mauritius,6
01-Dec-17,Exports: Mexico,121.9
01-Dec-17,Exports: Mongolian Peo Rep,10.3
01-Dec-17,Exports: Morocco,17
01-Dec-17,Exports: Mozambique,1.4
01-Dec-17,Exports: Myanmar,349
01-Dec-17,Exports: Nepal,10.6
01-Dec-17,Exports: Netherlands Antilles,0.8
01-Dec-17,Exports: Netherlands,950.5
01-Dec-17,Exports: New Caledonia,38.6
01-Dec-17,Exports: New Zealand,229.9
01-Dec-17,Exports: Nigeria,29.2
01-Dec-17,Exports: Northern Mariana Islands,2.1
01-Dec-17,Exports: Norway,43.7
01-Dec-17,Exports: Oman,27.2
01-Dec-17,Exports: Other Countries of Africa,8.7
01-Dec-17,Exports: Other Countries of America,8.2
01-Dec-17,Exports: Other Countries of Asia,24.1
01-Dec-17,Exports: Other Countries of Europe,45.1
01-Dec-17,Exports: Other Countries of Oceania,7.3
01-Dec-17,Exports: Pakistan,103.8
01-Dec-17,Exports: Panama,586.2
01-Dec-17,Exports: Papua New Guinea,48.6
01-Dec-17,Exports: Paraguay,1
01-Dec-17,Exports: Peru,4.9
01-Dec-17,Exports: Philippines,829.5
01-Dec-17,Exports: Poland,30.2
01-Dec-17,Exports: Portugal,47.2
01-Dec-17,Exports: Puerto Rico,43
01-Dec-17,Exports: Qatar,83.3
01-Dec-17,Exports: Reunion,58.8
01-Dec-17,Exports: Romania,6.1
01-Dec-17,Exports: Russia,56.3
01-Dec-17,Exports: Saint Vincent and the Grenadines,3.6
01-Dec-17,Exports: Samoa,6
01-Dec-17,Exports: Saudi Arabia,78.6
01-Dec-17,Exports: Seychelles,1.8
01-Dec-17,Exports: Slovak Republic,2.9
01-Dec-17,Exports: Slovenia,7.3
01-Dec-17,Exports: Solomon Islands,9.3
01-Dec-17,Exports: South Africa,51.4
01-Dec-17,Exports: South Korea,2139.7
01-Dec-17,Exports: Spain,41.9
01-Dec-17,Exports: Sri Lanka,175.9
01-Dec-17,Exports: Sudan,0.7
01-Dec-17,Exports: Sweden,20.6
01-Dec-17,Exports: Switzerland,213.8
01-Dec-17,Exports: Syrian Arab Rep,0.9
01-Dec-17,Exports: Taiwan,1836.5
01-Dec-17,Exports: Tanzania,3.6
01-Dec-17,Exports: Thailand,1505.5
01-Dec-17,Exports: Trinidad & Tobago,2
01-Dec-17,Exports: Tunisia,2.8
01-Dec-17,Exports: Turkey,80
01-Dec-17,Exports: USA,2637
01-Dec-17,Exports: Ukraine,3.4
01-Dec-17,Exports: United Arab Emirates,422.5
01-Dec-17,Exports: United Kingdom,335.4
01-Dec-17,Exports: Uruguay,1
01-Dec-17,Exports: Vanuatu,3.5
01-Dec-17,Exports: Venezuela,1.4
01-Dec-17,Exports: Vietnam,1469.7
01-Dec-17,Exports: Yemen,2.2
01-Dec-17,Exports: Zambia,0.1
01-Dec-17,Exports: Zimbabwe,0.7
01-Jan-18,Exports: Afghanistan,2.6
01-Jan-18,Exports: Algeria,4
01-Jan-18,Exports: Angola,7.5
01-Jan-18,Exports: Antigua and Barbuda,10.5
01-Jan-18,Exports: Argentina,9.6
01-Jan-18,Exports: Australia,1342.3
01-Jan-18,Exports: Austria,24.2
01-Jan-18,Exports: Bahamas,103.7
01-Jan-18,Exports: Bahrain,9.1
01-Jan-18,Exports: Bangladesh,301.1
01-Jan-18,Exports: Belarus,0.2
01-Jan-18,Exports: Belgium,607.4
01-Jan-18,Exports: Benin,2.1
01-Jan-18,Exports: Bermuda,9.4
01-Jan-18,Exports: Brazil,96
01-Jan-18,Exports: Brunei,65.7
01-Jan-18,Exports: Bulgaria,5.9
01-Jan-18,Exports: Cambodia,117.7
01-Jan-18,Exports: Cameroon,1.8
01-Jan-18,Exports: Canada,114.6
01-Jan-18,Exports: Chile,8.3
01-Jan-18,Exports: China,5688.5
01-Jan-18,Exports: Christmas Islands,0
01-Jan-18,Exports: Colombia,10
01-Jan-18,Exports: Comoros,0.1
01-Jan-18,Exports: Costa Rica,2.5
01-Jan-18,Exports: Cote D'ivoire,1.7
01-Jan-18,Exports: Croatia,8.4
01-Jan-18,Exports: Cuba,0
01-Jan-18,Exports: Cyprus,48.9
01-Jan-18,"Exports: Czech, Republic",63.6
01-Jan-18,Exports: Denmark,24.3
01-Jan-18,Exports: Djibouti,1.4
01-Jan-18,Exports: Dominican Rep,0.6
01-Jan-18,Exports: Ecuador,5.3
01-Jan-18,Exports: Egypt,37.6
01-Jan-18,Exports: El Salvador,0.6
01-Jan-18,Exports: Estonia,0.7
01-Jan-18,Exports: Eswatini,0.4
01-Jan-18,Exports: Ethiopia,8.2
01-Jan-18,Exports: Fiji,42.2
01-Jan-18,Exports: Finland,13.3
01-Jan-18,Exports: France,446.4
01-Jan-18,Exports: French Polynesia,7.5
01-Jan-18,Exports: Gabon,1.2
01-Jan-18,Exports: Germany,698.7
01-Jan-18,Exports: Ghana,5.7
01-Jan-18,Exports: Greece,118.2
01-Jan-18,Exports: Guam,53.9
01-Jan-18,Exports: Guatemala,1.4
01-Jan-18,Exports: Guinea,1.2
01-Jan-18,Exports: Guyana,0.3
01-Jan-18,Exports: Honduras,0.2
01-Jan-18,Exports: Hong Kong SAR (China),4990.6
01-Jan-18,Exports: Hungary,36.5
01-Jan-18,Exports: India,1335.5
01-Jan-18,Exports: Indonesia,3778.2
01-Jan-18,Exports: Iran,23.5
01-Jan-18,Exports: Ireland,34.6
01-Jan-18,Exports: Israel,84.9
01-Jan-18,Exports: Italy,93.7
01-Jan-18,Exports: Jamaica,0.4
01-Jan-18,Exports: Japan,2179
01-Jan-18,Exports: Jordan,4.1
01-Jan-18,Exports: Kazakhstan,1.1
01-Jan-18,Exports: Kenya,5.3
01-Jan-18,Exports: Kuwait,29.4
01-Jan-18,Exports: Lao Peo Dem Rep,4
01-Jan-18,Exports: Latvia,1.7
01-Jan-18,Exports: Lebanon,5
01-Jan-18,Exports: Liberia,326.8
01-Jan-18,Exports: Libyan Arab Jamahiriya,2.2
01-Jan-18,Exports: Lithuania,1.8
01-Jan-18,Exports: Luxembourg,5.2
01-Jan-18,Exports: Macau SAR (China),42
01-Jan-18,Exports: Madagascar,1.6
01-Jan-18,Exports: Malaysia,4834.7
01-Jan-18,Exports: Maldives Rep of,29.9
01-Jan-18,Exports: Malta,171
01-Jan-18,Exports: Marshall Islands,359.6
01-Jan-18,Exports: Mauritius,4.9
01-Jan-18,Exports: Mexico,91.4
01-Jan-18,Exports: Mongolian Peo Rep,10.7
01-Jan-18,Exports: Morocco,15
01-Jan-18,Exports: Mozambique,1.3
01-Jan-18,Exports: Myanmar,300.7
01-Jan-18,Exports: Nepal,10.5
01-Jan-18,Exports: Netherlands Antilles,0
01-Jan-18,Exports: Netherlands,1071.1
01-Jan-18,Exports: New Caledonia,33.2
01-Jan-18,Exports: New Zealand,217.2
01-Jan-18,Exports: Nigeria,13.3
01-Jan-18,Exports: Northern Mariana Islands,1.6
01-Jan-18,Exports: Norway,39
01-Jan-18,Exports: Oman,13.3
01-Jan-18,Exports: Other Countries of Africa,10.5
01-Jan-18,Exports: Other Countries of America,15.2
01-Jan-18,Exports: Other Countries of Asia,10.8
01-Jan-18,Exports: Other Countries of Europe,65
01-Jan-18,Exports: Other Countries of Oceania,8.9
01-Jan-18,Exports: Pakistan,108.1
01-Jan-18,Exports: Panama,479.5
01-Jan-18,Exports: Papua New Guinea,65.1
01-Jan-18,Exports: Paraguay,0.5
01-Jan-18,Exports: Peru,8.6
01-Jan-18,Exports: Philippines,912.2
01-Jan-18,Exports: Poland,35.7
01-Jan-18,Exports: Portugal,36.1
01-Jan-18,Exports: Puerto Rico,117.3
01-Jan-18,Exports: Qatar,183
01-Jan-18,Exports: Reunion,52.6
01-Jan-18,Exports: Romania,5.7
